29.95500	 0.55036	24.40688	46.93630	69.14500
37.81200	31.75719	36.55679	98.54850	11.15300
94.56672	60.26814	83.13087	80.35440	34.61064
34.82800	69.37569	85.25387	74.98278	82.41050
31.69754	29.15766	90.11450	76.03980	 8.61840
33.10352	18.88495	15.05900	15.89181	13.06300
 1.54576	84.75629	77.94900	90.98600	89.10637
75.57600	77.39033	37.14168	50.42669	26.25071
74.94928	77.68309	 7.36843	89.24800	79.74725
72.98925	 2.72723	81.42110	89.98932	27.21041
 1.42318	28.12340	 1.49090	95.56023	59.40739
49.43581	37.78240	25.02500	28.88847	89.95890
75.03400	37.46500	20.34993	32.93920	95.80220
76.28929	 3.48571	61.54132	25.78645	15.57540
86.67644	 8.08032	34.45200	37.13310	10.91248
31.39491	60.83016	24.17925	20.56429	65.27970
30.71095	10.62434	95.73937	38.68350	46.46969
22.53100	57.65130	46.39003	17.84794	55.93632
47.35933	80.08100	78.15910	42.89711	 3.94420
20.49245	27.51425	67.76040	20.38370	 8.71228
24.85933	45.65566	22.96500	21.80892	64.66273
55.90300	41.42016	39.80376	31.72266	73.09900
66.32395	54.37469	39.32080	65.83030	93.08688
40.82200	32.40720	37.73480	32.20900	44.81248
55.42850	84.18137	 3.05736	41.88000	40.43270
28.11900	44.56500	65.95893	92.08200	66.94510
73.97790	95.33411	20.03784	30.81026	85.81723
50.99170	64.93691	99.41815	39.48100	91.83588
29.24500	29.29972	27.44700	21.40931	73.52200
78.03897	38.60400	 8.13080	35.57527	 6.95564
84.81372	11.13510	70.37247	28.45079	73.41392
53.50750	12.40939	 8.34600	78.27618	57.55882
18.69900	91.40650	38.52400	85.29119	59.21292
11.12800	67.90350	 2.33824	84.79230	88.93257
86.55655	14.92266	87.01260	19.72171	59.13798
 0.60820	53.49981	72.35373	11.49233	89.41336
 0.47622	24.35802	78.59519	29.90800	92.88800
67.15909	74.52400	15.96400	48.33354	93.73258
35.16464	91.25782	98.43856	96.16600	68.44106
44.65594	96.85200	49.39392	78.48155	57.37954
14.60361	29.58289	13.58469	49.57114	56.38252
32.27014	82.11900	47.71031	33.28300	51.20556
17.69632	98.19070	59.89551	 8.57023	54.98106
79.26611	75.37387	80.01632	16.53497	42.08100
 3.68084	77.57220	12.52414	68.63123	49.36948
40.57478	29.65445	61.89577	97.91897	17.00773
77.60434	69.73290	54.24425	80.14300	90.10174
89.72120	 2.13209	56.43540	79.81690	41.85305
36.09236	 1.88897	40.95695	13.33500	25.83840
66.61306	87.66900	56.45960	 8.78253	55.08999
51.79900	43.25000	44.97706	48.79589	22.51968
29.72442	55.41750	63.07378	80.79620	66.30884
24.43470	78.36320	36.89900	67.43900	21.25582
30.59960	27.56920	 8.76860	33.00180	86.61348
16.66220	87.46760	84.00300	40.05609	78.24068
88.80800	 6.64390	42.38011	83.73369	49.70719
90.09403	16.78918	34.31550	25.76418	46.10300
62.90380	15.58104	98.49200	23.18738	80.32900
95.11200	23.17730	17.85641	62.80068	47.66124
40.83100	52.49300	51.69643	45.54608	99.39321
60.88607	67.91815	98.04227	40.59187	45.68645
56.65300	78.11500	97.21458	 5.75455	87.37837
38.91400	 7.88948	85.29450	59.86660	89.12088
83.51930	90.91980	69.52229	85.87100	 3.69494
43.49433	59.24745	33.61180	66.67310	42.33166
35.02143	 3.20788	31.20360	70.91983	68.77262
98.78108	 1.88280	23.20290	 8.13357	89.76505
38.85590	19.40600	78.25480	47.12465	33.54252
13.53000	99.40968	93.56312	71.79519	61.74434
 0.83484	85.94500	86.09042	84.30635	83.02464
38.41868	64.80314	58.00917	75.87768	58.43798
75.67120	31.36478	92.32759	30.19842	26.53053
12.83810	38.59800	41.25797	36.80200	20.97766
62.39993	46.37037	19.55800	59.50681	52.37381
80.10800	72.72840	20.51826	92.44906	19.42400
37.17000	98.45483	95.47990	34.93198	62.51700
23.50740	87.85861	17.66870	92.18160	78.06757
59.63282	67.19696	83.15739	48.22721	18.90816
73.97588	54.67970	49.38450	 2.17823	34.59087
12.79300	74.77079	54.58997	 9.04181	13.43427
89.89112	13.64442	54.82766	24.11534	98.14800
92.12787	84.38987	39.53350	38.05852	10.59082
17.04200	89.18300	 5.04520	 7.82247	76.07795
76.54430	14.40643	31.74200	97.03715	54.24800
56.07158	84.72945	43.13337	13.92720	99.18500
17.24067	45.37012	30.56570	 9.28530	48.10090
50.60460	77.77467	93.33171	86.94315	10.55267
61.19536	 4.90275	51.44533	80.65732	96.26600
34.53895	15.42600	64.47204	65.67540	65.00030
30.43436	64.72592	 6.99160	83.59226	38.56465
40.69125	95.34160	25.29348	82.59052	74.40800
28.07510	30.09000	83.23700	81.23400	88.06260
17.09520	20.59100	83.55792	22.23220	 0.52130
74.19958	45.50300	52.65033	58.95182	49.11015
49.94442	91.37153	53.77100	24.04592	 0.16710
72.17296	 0.35975	 3.54492	93.27937	36.57037
50.98838	 2.86860	11.50300	89.71117	 1.52209
82.44700	40.26920	 3.74480	42.15948	89.67480
64.81073	 2.88541	33.11912	97.18751	88.76485
83.36770	26.68100	47.05400	 3.44159	68.08700
