    0029.955,      00.5503615,      000024.40688, 46.936296,000069.145
00037.812,    31.75719362,    36.55678652,      098.5485,  00000011.153
    094.566715,  60.26814, 83.13087184, 000080.3544,  000034.61064
00034.828,    69.37569159,      85.253873,      000074.98278,     000082.4105
    0031.6975375,29.15766414,0090.1145,  0000076.0398,     008.6184
    33.103522,  0018.88495, 00000015.059,  0015.8918066, 00000013.063
     001.5457613,     84.7562876, 000077.949,      00000090.986,89.10637024
  00075.576,      77.390331,      037.1416811,      50.4266904,   0026.250713
     74.94928146,    77.6830896,      7.36843391,    00089.248, 79.7472452
  000072.98925,     0002.727229,     081.4211,    089.9893222, 0027.2104112
 01.423182, 028.12339711,  0000001.4909,  95.56023271, 059.4073947
      49.435805,    0000037.7824,0025.025,   28.88847048,     0089.9589
     00075.034, 000037.465,      20.3499321, 000032.9392,     00095.8022
 076.2892857,  00003.48571,      61.54132462,  0025.7864464,00015.5754
      86.6764352,     008.08032,   0000034.452,    0037.1331,010.9124786
  31.3949061,   60.83016347,     24.179253, 0020.564288,      000065.2797
   00030.710946,  10.624342,0095.739368,    00038.6835, 0046.46969
 00022.531,  057.651296,      46.390034,     017.847945,     55.9363233
  47.35933036,     0000080.081,     0078.159105,00042.89711,    3.94419835
     20.4924514,   027.514248,0000067.7604,   020.38370226,      08.71228
    24.85932754,     45.65565917,  00022.965,      21.808922, 64.66272868
00055.903,     000041.42016,039.80376364,  31.72266397,0000073.099
    066.32395,     54.37469226,     00039.3208, 0065.8303,  93.08688
     000040.822,    0032.4072,     0000037.7348,      000032.209,    44.81247953
 0055.4285,    84.181373,      003.0573649,      00000041.88, 0000040.4327
 0000028.119,0044.565,     65.95893039,   000092.082,     66.94509639
    0073.9779,    95.33410681,      20.03784032,30.8102597,  00085.817233
    050.9916956, 64.93691063,  99.418147, 0039.481,    0091.83588
   00029.245,   029.29971634,  00027.447, 21.4093144,      73.5220032
  78.0389731,   00000038.604,      0008.1308,   35.5752668,      6.955639714
    84.81371693,  000011.1351,   70.3724696,    028.45079,    000073.41392
    00053.507496,   00012.409389, 0000008.346,      78.27617733, 0057.558816
 00018.699, 00091.4065,    00000038.524,     85.29118861,     0059.2129156
  000011.128,   67.9034998,      02.338240241,     0000084.7923,   0088.9325675
86.55655, 14.922655,0087.0126,   0019.7217125,   059.13798
  00.60820437,    53.499806,     000072.35373, 011.49233125,    089.41336022
   00.476221,    24.358023,      78.595191,  00029.908,    00092.888
 00067.15909,00074.524, 000015.964,      00048.333544,00093.732579
      35.16464399,     91.25781527,  0098.438558,    000096.166,   68.44105879
   0044.6559437,  0000096.852,   000049.39392,   78.481554, 57.37954336
   0014.60361,  0029.582892,     013.584691,     049.5711429, 00056.38252
32.270145,     00000082.119,   000047.71031,   000033.283,      51.20556
      17.69632,  0098.1907,    59.8955082,   08.570234,  54.981061
      79.26611176,      0075.3738715,     00080.01632,      0016.5349729,000042.081
      003.68084,      000077.5722,     12.52414336,  68.631226,  49.3694789
40.57478158,     29.6544511,   061.8957703,    0097.91897,     17.0077308
77.604338, 0069.732903,   054.24425,  0080.143,     090.1017395
  0000089.7212,2.132087,   000056.4354, 0079.8169, 0041.853045
      000036.09236,     1.888966092,    040.95694905,      00000013.335,   025.8384
 000066.61306,000087.669,      0000056.4596,    00008.78253, 55.089991
0051.799,      0000043.25, 0044.9770646,      048.7958925,0022.51968
    29.724416,    000055.4175,  63.0737836,    080.7962,   0066.3088402
   00024.434698,000078.3632,   00036.899,  0067.439,      0021.25582
     0030.5996,      0027.5692,  00008.7686,  00033.0018,86.613479
    00016.6622,    000087.4676, 0084.003,   00040.05609,  78.24068
    00088.808,  000006.6439,    042.38011287, 83.73369023,  00049.70719
   90.0940301, 16.78918256,  00034.3155,      00025.76418, 00000046.103
  062.9038,15.5810447, 000098.492,  23.18738234,0000080.329
   0095.112, 0000023.1773,    017.8564112,   00062.800681,00047.661241
 00000040.831,     0000052.493,     51.696427,    0045.5460827,     99.393207
  0060.8860651,      067.9181488,  0098.042266,    0040.591866, 45.68645
   00000056.653,  00078.115,     97.2145768,    5.754547,      87.37837
    000038.914,  007.8894842, 085.29450108,    00059.8666,      089.120881
   00083.5193,90.9197979, 069.5222921, 00085.871,   00003.694937
    00043.494333,   59.2474474,   033.6118,    00066.6731,    0042.331658
     0035.0214279,   003.20788, 031.2036,   000070.91983,    68.77262
     000098.78108,      1.88279529,    023.2029,     08.13357,    00089.765054
 0038.855904,      000019.406,0078.2548,     047.124655,   33.5425166
     00013.53,99.4096801,093.56312,  0071.7951907,  0061.7443364
    0.8348425,      00000085.945,   86.0904193,   84.3063505,     083.02463674
 00038.41868,    00064.803144,     58.00917374,    75.8776797,   058.43798108
075.6712,     31.3647779,0092.3275917,0030.1984197,26.530527
  0000012.8381,000038.598,041.257974,  00036.802, 20.97766006
     000062.39993,   46.37037,0000019.558,     59.50680956, 00052.373812
    000080.108,     00072.7284,      0020.51826, 92.4490556,00019.424
    00000037.17,      98.4548313,     095.4799,      34.93197536,   00000062.517
 023.50739681, 87.8586106, 000017.6687, 0000092.1816,78.06757
    00059.632821,    067.1969552,083.1573872,      000048.22721,      18.90816276
      00073.97588,  054.6797, 00049.3845,     2.178234113, 34.5908745
